username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Dan 🌊🌊🌊🌊🌊🌊❤️🆘,17110049,seattle,2023-01-13 22:38:48,"Oh, but there is no such thing as Climate Change. Funny, we heard the same about Covid. Remember, it was a hoax. https://t.co/Vo2tGopkdp",0,Twitter for iPhone,
Diane Buckshnis,2191803662,"Edmonds, WA",2023-01-13 22:37:33,@YahooFinance Great conversation with @PatrickCritzer of @TillamookDairy!   Tillamook has been a staple in OR house… https://t.co/TwNS0Kojhh,0,Twitter for iPhone,
The Museum of Flight,48150931,"Seattle, Washington",2023-01-13 22:31:45,Contrails are a problem for aviation -- but there could be an easy solution https://t.co/hBtToNOag2 via @CNNTravel,3,Twitter Web App,
Aubrey,1575563517281075200,"Seattle, WA",2023-01-13 22:25:39,@CascadiaCA is a great organization to follow if you're passionate about protecting our urban forests. Similar to… https://t.co/AJrDBPP9zU,0,Twitter Web App,
AggieDave 🇺🇸,16425040,"Puget Sound, Washington",2023-01-13 21:03:59,@MarkRainycity Especially when the cities are 45 feet underwater because of climate change,0,Twitter for Android,
Michael Dolan,79767110,"Seattle, WA.",2023-01-13 20:47:02,@GovInslee Climate is a natural cycle. What your pushing is fake science and is a scam. Humans can’t change the cli… https://t.co/a2R7rP7yVY,0,Twitter for iPhone,
Brian Amsbary,184998616,Edmonds,2023-01-13 20:42:52,@SemperLibertas @PatrickRuffini It’s about leveraging public health hysteria to support climate change hysteria.,0,Twitter for iPhone,
TôuTzuSays,59189162,Seattle,2023-01-13 20:23:20,China signals cooperation with US on trade and climate – but not defence https://t.co/EDifzgFlEB via @scmpnews,0,Twitter Web App,
Tessa Francis,47374474,"Vashon, WA",2023-01-13 20:13:03,Job!📣 Watershed modeling #postdoc! Join a collaborative team &amp; develop a multimodel framework to inform decisions r… https://t.co/UCo6GovBPn,3,Twitter Web App,
YES! Magazine,15935927,"Seattle, WA",2023-01-13 19:56:29,"“The climate crisis is here and with 1.2°C bringing so much suffering already, fighting for 1.5°C is already a comp… https://t.co/t4fNfUBBuf",2,Echobox,
Jeff Berner,1498511108260306946,Seattle,2023-01-13 19:51:24,"@edgarrmcgregor Climate Change deniers are free market ideologues primarily, who if the acknowledged the reality of… https://t.co/e2J2XDEnjl",0,Twitter Web App,
Timothy J Dunkerton,3262801500,,2023-01-13 19:49:02,A climate denier is defined as anyone who denies that the human contribution to climate change cannot be quantified… https://t.co/Vs9jAvQBcr,0,Twitter for iPhone,
"Olivia Rosane, PhD",496049389,"Seattle, WA",2023-01-13 19:37:40,"The weird thing about all these climate action culture wars (they're coming for the burgers, light bulbs, gas stove… https://t.co/rTONI2haGu",0,Twitter Web App,
grist,7215512,"Seattle, WA",2023-01-13 19:22:01,A new study found that Exxon’s estimates on rising emissions from 1977 to 2003 proved to be just as precise as thos… https://t.co/XBtxBUROBP,5,Sprout Social,
Drew Lippman,353263082,"Seattle, WA",2023-01-13 19:05:37,Adenike is a Nigerian climate activist demanding justice for communities facing the worst effects of climate change… https://t.co/a8UZJvdKpy,0,Twitter for iPhone,
Badar Ahmed,43671760,"Seattle, WA",2023-01-13 18:51:12,"Climate change is a hoax perpetrated by coastal elites. We need more guns, cars, freeways and single family homes.… https://t.co/eWw35jusEQ",0,Twitter for iPhone,
Aditya Agrawal,599326523,"Seattle, WA",2023-01-13 18:45:28,Having worked in the past for years with @EADTweets on the Abu Dhabi Global Environmental Data Initiative (AGEDI) a… https://t.co/Kf5wgUtRoi,1,Twitter Web App,
Raymond Baker,1601994992742207488,"Bremerton, WA",2023-01-13 18:25:11,@WallStreetSilv Same can be said with regards to COLA and climate change data!,0,Twitter for iPad,
Weather,82960432,"Redmond, WA",2023-01-13 18:08:24,Fact check: False claim video shows The Weather Channel debunk climate change https://t.co/Qj1rM3zRcz,0,OxfordBlue-Twitter,
Nori,928691337200676864,"Seattle, WA",2023-01-13 18:06:26,"We’re excited to be featured again in @BuiltIn's best places to work in 2023!

Behind the scenes, we’ve got 30 Nori… https://t.co/r6ZVhzbVpk",7,Twitter Web App,
City of Shoreline,904865420,"Shoreline, Washington",2023-01-13 18:01:16,Have an idea for a project that helps our community &amp; environment? Apply for an Environmental Mini-Grant. Projects… https://t.co/s5QtmuUQDH,0,Buffer,
lindseyonthehorse,24336442,"Seattle, WA",2023-01-13 17:53:46,@urbanhorsedoc @HorsesInOurHand The best alternative is @WhiteHouse @SenateGOP @SenateDems @USDA moving for a feder… https://t.co/jXA1G0DjDV,0,Twitter for iPhone,
Leslie Chester,1172858936,"Welling, Kent ",2023-01-13 17:37:51,@ScottAdamsSays The climate change religious cult are quite happy to lie,0,Twitter Web App,
Truthbknown,948541820295770113,"Seattle, WA",2023-01-13 17:12:17,"@lavern_spicer Who ever Valerie Jarrrett decides is the best choice to keep funding Obama care, green energy, clima… https://t.co/D556rdjZoM",0,Twitter for Android,
Robert Ferry,51047136,Seattle,2023-01-13 17:10:20,"@jordanbpeterson Exxon could have told you in 1977.

https://t.co/P0uZNJ1QzF",1,Twitter for iPhone,
Social Entrepreneur,1667043211,Seattle,2023-01-13 17:03:48,"""We have failed to prevent climate change; we can still prevent its most catastrophic effects.""
https://t.co/BOMbpuWZqA",0,Twitter Web App,
The castiron christian,947132377502924803,"Seattle, WA",2023-01-13 16:57:22,@DarnelSugarfoo Climate change don't you know.,0,Twitter for Android,
Emily Johnston,1475784884,Seattle,2023-01-13 16:56:25,"real echo of climate change, in that some folks are attentive to the studies, &amp; they're (we're) very alarmed. Every… https://t.co/wKDpuOWKa7",0,Twitter Web App,
YES! Magazine,15935927,"Seattle, WA",2023-01-13 16:56:24,Taking Action on Climate Change Requires Coming Together https://t.co/dSy9rcqv8F,1,Echobox,
Quiet Desperation,2366306426,"Seattle, WA",2023-01-13 16:52:19,"@eefandrews Not everyone who realizes that natural gas fuels climate change is ""freaking"" out about gas stoves. We… https://t.co/qN3FvMgBns",0,Twitter for Android,
Andrew Buncombe,105998402,"Seattle, WA",2023-01-13 16:15:05,'They will have to pry it from my cold dead hands': @GustafKilander on how gas stoves became the newest addition to… https://t.co/nUecKNAK28,0,TweetDeck,
woan,17000168,"Redmond, WA",2023-01-13 15:52:31,@CRBoxKits But real issue for climate change are emissions when stoves are not even being used so you’d have to remediate 24x7.,0,Twitter for iPhone,
what even is happening anymore,47536968,"Seattle, WA",2023-01-13 15:45:31,everyone is also going on and on about how there’s going to be pandemic induced climate apocalypse (or rather the p… https://t.co/Iec3z7kmFf,0,Twitter for iPhone,
grist,7215512,"Seattle, WA",2023-01-13 15:32:01,A new study shows abnormal flooding and drought are associated with pediatric diarrhea in some parts of the world. https://t.co/kV3byVlkEK,0,Sprout Social,
Matt White,384485414,"Seattle, WA",2023-01-13 15:05:30,"Climate change, welcome to @TheWarOnCars. https://t.co/dOo625WW01",1,Twitter for iPhone,
Zanary,18952967,"Kent, WA",2023-01-13 14:56:39,"@JoJoFromJerz Agreeable...but, you'll also quit blaming every drizzle on climate change, every violent death on the… https://t.co/rlalocy104",0,Twitter for Android,
Sheri Horton,24643658,"Seattle, WA",2023-01-13 14:50:55,This girl has lost it. Lost to the lies &amp; the “religion” of “cLiMaTe ChAnGe.” https://t.co/FR5bJlth4l,0,Twitter for iPhone,
Hurify,885846367381315586,"Redmond, WA",2023-01-13 14:17:02,ICYMI - Climate Change – How can the Internet of Things help us. Read our blog  #data #business #cloud #iot … https://t.co/rVOdGxpt01,0,SocialChamp IO ,
2x engineer when on amphetamines,4823032443,"Seattle, WA",2023-01-13 14:16:23,What's remarkable about this is that it demonstrates the underlying simplicity of the greenhouse effect. The story… https://t.co/AO6cceVMrH,0,Twitter for iPhone,
MoonChimeFamily 🇵🇸,1451220860874887178,"Bellevue, WA",2023-01-13 14:11:26,"@dermatophyte @akheriaty @MsContrarianSci It's not just gas stoves it turns out....it's tea, video games, tight soc… https://t.co/wAED3cYKWz",0,Twitter for Android,
Seattle Subway,420624935,Seattle,2023-01-13 13:36:19,"So, it ends up #Exxonknew about climate change all along but spent millions convincing your Fox watching uncle that… https://t.co/IRCGAa1kFM",0,Twitter for iPhone,
Craigs Other List,25241362,Washington state,2023-01-13 07:01:37,@KimDotcom They are worried Climate Change might sneak in and catch them when they least expect it.,0,Twitter Web App,
Timothy J Dunkerton,3262801500,,2023-01-13 06:35:25,"As you know, no one has rejected the null hypothesis that delta CO2 at 300-450 ppm has a negligible effect on clima… https://t.co/VG2AlpCNZJ",1,Twitter for iPhone,
Timothy J Dunkerton,3262801500,,2023-01-13 06:35:13,"As you know, no one has rejected the null hypothesis that delta CO2 at 300-450 ppm has a negligible effect on clima… https://t.co/E8QD7Yhcps",0,Twitter for iPhone,
❌Voice of Reason #MAGAveteran❌,66602630,"Seattle, WA",2023-01-13 06:18:16,"@antonioguterres Wrong, wrong, and wrong every “climate initiatives” so far have accomplished nothing. Most will ki… https://t.co/9LXmLYKPT9",0,Twitter for iPhone,
"buccal fat restoration services, LLC.",241999347,"Seattle, WA",2023-01-13 02:37:02,@brother_dag I think climate change happened,0,Twitter for iPhone,
Senator Joe Nguyen,1581658494,"Seattle, WA",2023-01-13 02:22:26,"Oil companies knew about climate change 50 years ago and lied about it.  

https://t.co/1QZbp7u3Hx",4,Twitter Web App,
2x engineer when on amphetamines,4823032443,"Seattle, WA",2023-01-13 02:05:06,"And more importantly long before they ever ran out completely, they would become more and more expensive. We litera… https://t.co/nDor0yQa87",0,Twitter for iPhone,
UW Medicine Newsroom,2176934060,"Seattle, Washington",2023-01-13 02:00:33,To reduce greenhouse gases in #pedsanesthesia at children's hospitals @LizHansenMD @UWAnesthPainMed… https://t.co/mmfxaYnX91,2,Twitter Web App,
2x engineer when on amphetamines,4823032443,"Seattle, WA",2023-01-13 02:00:19,@HaDMaP_LLC @DoombergT FF will always be more expensive because they're a non renewable resource and thus extractin… https://t.co/uMZbUkt6qU,0,Twitter for iPhone,
Dr. Syed Haider,1442201481147412481,From sea to shining sea,2023-01-13 01:32:47,Ed Dowd: govt insider says White House considering blaming sudden deaths on Long COVID … and climate change. https://t.co/CWhNREZESk,45,Twitter for iPhone,
lindseyonthehorse,24336442,"Seattle, WA",2023-01-13 01:27:24,@GrantCardone @GenFlynn @ElenaCardone @nelsonepega @jonbingnj What are your thoughts on climate change ?,0,Twitter for iPhone,
Knic,1519125886334693377,Seattle,2023-01-13 01:07:05,Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s https://t.co/pzhhnfz2ol,0,Twitter Web App,
Andy Hawkins,992536751494152192,"Redmond, WA",2023-01-13 01:05:37,Exxon’s 1970s Climate Projections Were Scarily Accurate https://t.co/P5VcI70Gjj,0,Twitter Web App,
Bart Holmberg,492653694,"Seattle, WA",2023-01-13 00:59:48,@jordanbpeterson Wow Canada might need a military after climate change,0,Twitter for iPhone,
EarthGen,892281200,"Seattle, Washington",2023-01-13 00:58:19,"If you ever wondered what students think about climate change education, check out this report that showcases what… https://t.co/n3KlMqXwkR",0,Twitter Web App,
Jourdan Imani Keith (she/her/Sir),196823036,Seattle,2023-01-13 00:57:48,@peakaustria Trees do other things that play a role in climate change mitigation. Cooling surrounding areas. Holdin… https://t.co/vj91nDNnGK,0,Twitter Web App,
Jeremy P. Beasley,1269842668080648196,"Seattle, WA",2023-01-13 00:56:50,@LauraJo89865001 @MayorofSeattle @SeattlePD lol says the lady who thinks climate change is fake,0,Twitter Web App,
lindseyonthehorse,24336442,"Seattle, WA",2023-01-13 00:15:07,Why is the federal government allowing the sale of #wildhorses for human consumption #Science #unchecked this will… https://t.co/c8pbY0SE9N,1,Twitter for iPhone,
SSSIXXX,33921650,SEATTLE,2023-01-13 00:14:50,"""SEE YOU FLY, AND POISON THE WORLD, SEE YOU FLY, POISON ALL OVER THE WORLD I ASSUME, SEE YOU FLY, POISON ALL OVER T… https://t.co/Y2G56jOsbC",0,Twitter for Android,
Sloppy Softy (He/Him),1328135911448612864,"Montlake, Seattle",2023-01-12 23:32:33,@JoeBiden Boom! Great work pal! Now let’s focus on climate change. How do we support @JayInslee and eliminate humid… https://t.co/qN4p3jmxyu,0,Twitter for iPhone,
Mark Baker,610611197,Kent,2023-01-12 22:33:10,"@john4brexit @RuthLeaEcon The real agenda is to take people off the road, climate change is just the pretext. Many… https://t.co/6UNABrLs4q",0,Twitter for iPad,
JQuest,18247127,"Seattle, WA",2023-01-12 22:18:46,Boycott Times https://t.co/RqfTkwoaFK,0,LinkedIn,
"💥✨✨WTF, OVER...?✨✨💥",757808868210511873,"Edmonds, WA",2023-01-12 22:07:32,"with the exception of ignorant maga crazed politicians, ""Most U.S. lawmakers now agree that climate change is a sci… https://t.co/LcA4JTuwEV",0,Twitter for iPhone,
UW Sustainability,55402052,"UW, Seattle, WA",2023-01-12 21:43:43,"Other events in the series include virtual talks with @WSUPullman's BreadLab, the hosts of @ClimavoresPod, and… https://t.co/2xlWLKN8Es",2,Hootsuite Inc.,
UW Sustainability,55402052,"UW, Seattle, WA",2023-01-12 21:40:00,The Winter speaker series on Climate Change and Food Systems will feature a mix of virtual and in-person events on… https://t.co/Ebp3wwiwPJ,7,Hootsuite Inc.,
OnaClearDay,1537612619464380416,"Seattle, WA",2023-01-12 21:29:21,"@RonFilipkowski Read the Light Pirate recently. Florida literally sinks into the ocean. 
Kept finding myself cheering for climate change.",0,Twitter for Android,
durwood 🏳️‍🌈🐝🏒🦑,31085099,"Seattle, WA",2023-01-12 20:59:02,"Exxon Scientists Predicted Global Warming, Even as Company Cast Doubts, Study Finds (Gift link, no paywall, please… https://t.co/7VYN58ENwm",0,Twitter for Android,
Shield of Democracy,1040771412,"Edmonds, WA",2023-01-12 20:36:52,"Exxon Mobil accurately predicted Climate change since 1970s, study finds. Oil and Gas companies have long known fos… https://t.co/vwYagXicrS",1,Twitter Web App,
Black to the Future,52426757,"Edmonds, WA",2023-01-12 20:36:25,"No shit, we've all collectively known since the 80s. https://t.co/KEMqv7UVAO",0,Twitter for Android,
Gary Crooks,408106665,"Seattle, Wash.",2023-01-12 20:28:29,"@mrandystevens Covid = 15 million excess deaths in 2020-21. Not to mention all the cases of long Covid. 

But I sta… https://t.co/85bkJGjiXz",0,Twitter for iPhone,
DawgProcess (Haliburton Supporter),1286033512219332609,Seattle,2023-01-12 20:22:54,"1. Best athletes of all time
2. World War 3 
3. Climate change
4. Most powerful countries in the world
5. DJIA https://t.co/yMNva2mwOt",0,Twitter Web App,
Steven Johns,1273101415876046853,Seattle WA,2023-01-12 20:15:53,"A climate startup removes carbon from open air in a first for the industry, potentially launching an industry to ad… https://t.co/KGNSOqbmZs",1,Twitter Web App,
Madrona Venture Labs,2922330072,"Seattle, WA",2023-01-12 20:13:01,Could Generative AI be the missing piece to combating climate change? MVL Partners Kelci Zile (@kszile) and Keith R… https://t.co/QCbIKMtWp9,1,Twitter Web App,
Robert Ferry,51047136,Seattle,2023-01-12 20:05:04,Further confirmation that the fossil fuel industry knew very well they were selling a product that would bring on d… https://t.co/rzUmpySWcb,0,Twitter for iPhone,
Jan Wilson,396739767,"Shoreline, WA",2023-01-12 19:52:44,Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s https://t.co/d6XSKpmuTN,0,Twitter for iPhone,
Actual Ninja,1561849110902083586,Seattle,2023-01-12 19:52:07,@catturd2 Sure hope climate change didn't happen to him...,1,Twitter for Android,
Al Terego,700047441,kent,2023-01-12 19:44:29,@manwiththestic @adrian_read01 @thereclaimparty @ABridgen And the only guys “telling the truth” are self-evidently… https://t.co/KyRBXzOiPw,0,Twitter for iPhone,
Kate Yoder,1005256214,"Seattle, WA",2023-01-12 19:42:43,"@Jtblaeser ""To realize that they knew as much as anyone, as much as independent scientists did … it’s kind of shock… https://t.co/RaZlmcEO6V",11,Twitter Web App,
YES! Magazine,15935927,"Seattle, WA",2023-01-12 19:41:12,A conversation with Ugandan activist @vanessa_vash about her new book and how it helped her see climate change diff… https://t.co/BcNJdhQqQF,13,Echobox,
Kate Yoder,1005256214,"Seattle, WA",2023-01-12 19:40:41,"In the early 1980s, America’s biggest company knew more about climate change than basically anyone else. A new stud… https://t.co/og9yZZ4RWE",13,Twitter Web App,
Matt Hutchins,825393426,"Seattle, WA",2023-01-12 19:40:35,"Access to quality housing, close to where people work, near parks and schools, where we don’t have to drive so much… https://t.co/3nxav01Qzu",0,Twitter Web App,
Queen Anne Greenways,3286144710,Seattle!,2023-01-12 19:37:59,"@BrittneyBush @CathyTuttle Yes! ""This machine fights climate change."" We had some very nice beers in Slabtown.",1,Twitter Web App,
grist,7215512,"Seattle, WA",2023-01-12 19:23:03,"“To realize that they knew as much as anyone, as much as independent scientists did … it’s kind of shocking.”

A ne… https://t.co/T0Nx52Fnrq",12,Sprout Social,
MSN,15856435,"Redmond, WA, USA",2023-01-12 19:10:29,Exxon scientists predicted current climate change 40 years ago: study https://t.co/kvsWi3TtgQ,0,OxfordBlue-Twitter,
Robert Whitelock,1518766863861174273,"Seattle, WA",2023-01-12 18:43:10,"@thelukemullen I could be wrong, but it looks like he’s having a seizure… over climate change. https://t.co/Cyx18UIaGi",0,Twitter for iPhone,
MCW EVENTS,216476893,Seattle,2023-01-12 18:02:06,"While often portrayed as an economic issue, there’s a whole other side to this. Businesses should cut back on work… https://t.co/Od3sPDQ4aT",0,Hootsuite Inc.,
Evan Bush,17282908,"Seattle, WA",2023-01-12 17:59:06,"In boom and bust California, there is no Goldilocks moment. 

Cycles of drought and intense rain – worsened by clim… https://t.co/BI74ONRD3s",1,Twitter Web App,
YES! Magazine,15935927,"Seattle, WA",2023-01-12 17:54:04,Baby Boomers Mobilize Around Climate Change https://t.co/vSjgy3037M,1,Echobox,
BASED,1501670173413023745,"Kent, WA",2023-01-12 17:51:40,"#climate change is the rallying call of the retarded , they keep it so vague that they cant even tell you if its ge… https://t.co/wJHw7z3gOz",0,Twitter for iPhone,
Cameron Anderson 🔥,274417195,"Seattle, WA",2023-01-12 17:37:04,"I spent enough time learning about nutrition to know they can link anything to anything. 

Red meat is the devil, d… https://t.co/ajshMZF6L3",0,Twitter for iPhone,
man with giant cock,3192673533,"Seattle, WA, ",2023-01-12 17:25:47,"The Washington Post: Ocean heat reached a record-high temperature in 2022.
https://t.co/wgopy0nwnG

via @GoogleNews",0,Twitter for Android,
Al Terego,700047441,kent,2023-01-12 16:33:48,"@thereclaimparty @ABridgen In addition to being antivax, @ABridgen is also massively pro-Brexit and a climate chang… https://t.co/AF1kkyQnp1",0,Twitter for iPhone,
JD Meier,14402101,"Redmond, WA",2023-01-12 16:00:54,"Andrew Santino on climate change:
""It’s pretty impressive that this thing's been around for four-and-a-half billion… https://t.co/yu7wTvHvEJ",1,Twitter Web App,
From Where I Sit,2335665432,Seattle Washington,2023-01-12 15:42:17,@TheB1M No desert in the US needs a new city. Water issues and climate change drought and heat makes a vision of th… https://t.co/yN0wklIbtq,0,Twitter for iPhone,
PNW Area Man,20069701,"Kirkland, WA",2023-01-12 15:28:55,Exactly what will it take to convince deniers that climate change is real and threatens our very existence? Everyth… https://t.co/xUgJswpGEA,9,Twitter for iPhone,
Navy Nurse (Ret),4852297032,"Puget Sound, USA",2023-01-12 14:37:01,"@jeffstorobinsky @SRuhle @11thHour Politics and climate change aside, the smooth glass is much easier to keep clean… https://t.co/LpB6q9gUAc",0,Twitter for iPad,
David Carpenter,11646782,"Issaquah, WA",2023-01-12 14:10:57,"A climate startup removes carbon from open air in a first for the industry, potentially launching an industry to ad… https://t.co/aifSfU5Mwx",0,Twitter for iPhone,
Bart Holmberg,492653694,"Seattle, WA",2023-01-12 13:58:04,@BjornLomborg Climate change skepticism seems to be getting linked to indoor air pollution (health effects) skeptic… https://t.co/D763ls4Ni1,0,Twitter Web App,
David Mallon,14933062,"Seattle, WA
",2023-01-12 13:19:17,Governments are trying to ensure infrastructure improvements benefit all communities by focusing more on equity and… https://t.co/Sp8UKdhTMa,0,Dynamic Signal,
FOX 13 Seattle,17070252,Seattle,2023-01-12 13:15:18,A proposed bill aims to update Washington’s infrastructure and community planning as the effects of climate change… https://t.co/YGM1jB6vTC,0,True Anthem,
JSanderson,336725489,"Seattle, Washington",2023-01-12 13:05:29,"Opinion | California flooding has been worse before — and likely will be again - The Washington Post
We need to gen… https://t.co/TmoqUNDXaC",0,Twitter for iPad,
kryphos,15528118,"Seattle, WA",2023-01-12 12:34:57,"@ae_stallings @PGDynes It is, but this would require people to adapt and change, and people quite decisevly refuse… https://t.co/SXrBlyBkFq",0,Twitter Web App,
Jon Alexander,217455554,Kent,2023-01-12 11:42:39,"“Our greatest power lies in our roles as citizens, not consumers, when we can band together to collectively change… https://t.co/tgIWNQ0y0o",9,Twitter for iPhone,
Lois Patterson,15300464,"Seattle, WA",2023-01-12 11:33:35,"Fascinating account of birds, climate change, and remote field work. https://t.co/jFf7DGxDUj",0,Twitter Web App,
john,983187860,by the sea,2023-01-12 09:54:13,"@MrMatthewTodd Climate change will bring down society. The political classes will do rather nicely out of it.
Look… https://t.co/FsExShkExC",0,Twitter for Android,
Science activism,1653649778,"Seattle, WA USA",2023-01-12 05:26:02,I’m a Scientist Who Spoke Up About Climate Change. My Employer Fired Me. https://t.co/0ze5tsTOAw,1,Twitter for iPad,
William Perry,23890017,Seattle Washington,2023-01-12 05:00:59,@catturd2 And keep in mind that after the rains California will still have a drought because the state has built no… https://t.co/gBLLUSEUrI,0,Twitter for iPhone,
Larry Winston,35255990,Seattle,2023-01-12 04:59:32,"=Tragedy. In all directions.
  Climate Change has only begun to bankrupt the planet. All these things happening in… https://t.co/OTTyFH2V8X",0,Twitter for Android,
Raymond Baker,1601994992742207488,"Bremerton, WA",2023-01-12 03:32:08,"@TomFitton Realistically speaking, this notion is currently absurd!
Our government is neck deep in debt!

So, the U… https://t.co/55WCeA277s",0,Twitter for iPad,
BASED,1501670173413023745,"Kent, WA",2023-01-12 03:30:47,@ProGunMemes @thelukemullen I like using it as a bitching talking point now … whenever the weather gets bad just lo… https://t.co/CJ0hUrUKyY,0,Twitter for iPhone,
Pthing2,532670841,"Auburn, Wa",2023-01-12 02:26:01,"@brixwe All you guys are wrong.. The media is saying that all these coincidences are being caused by ""Climate Chang… https://t.co/iHqNwoFkvN",0,Twitter for Android,
Polar Nerd,915326564878786560,"Seattle, WA",2023-01-12 02:24:52,@runewarrior @antitrumpy South Korea has pollution because of its dense population. Lots and lots of cars and indus… https://t.co/VUlcFWPfzn,0,Twitter Web App,
FOX 13 Seattle,17070252,Seattle,2023-01-12 02:00:13,Two new bills aim to update Washington’s infrastructure and community planning as the effects of climate change bec… https://t.co/QeHKFIxj5I,0,True Anthem,
seattle newswire,1517978818132135936,"Seattle, Washington",2023-01-12 01:55:01,"Bills aim to help Washington improve climate change preparedness, response  - FOX13 Seattle https://t.co/tkU3xPfmKl",0,seattlebrief,
Sarah Davidson,1610473337406509060,"Seattle, WA",2023-01-12 01:05:06,"Putting “environment and climate change through the lens of resources,” Carol Rashawnna’s work eventually focused o… https://t.co/SAfn3QusYR",0,Twitter Web App,
slayr apparel,1064992551793377280,"Seattle, WA",2023-01-12 01:01:53,@JohnSco63218507 @Keltic_Witch @thelukemullen Climate change and global warming are the same thing. They changed th… https://t.co/ChSB1axjIv,0,Twitter for iPhone,
Ask Yourself,2546596742,"Seattle, WA",2023-01-11 23:25:39,"@BurntOutUtopian I agree with the need for radical honesty! I'm just not convinced, in light of the most productive… https://t.co/PpI5DLM0Ho",0,Twitter for Android,
